"Dist Code","Year","State Code","State Name","Dist Name","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)"
"659","1995","19","Kerala","Kollam","72.58","2127.82","0.0","0.0","0.0","0.0","0.3","612.24"
"659","1996","19","Kerala","Kollam","65.93","1985.25","0.0","0.0","0.0","0.0","0.16","640.0"
"659","1997","19","Kerala","Kollam","54.58","1929.3","0.0","0.0","0.0","0.0","0.18","642.86"
"659","1998","19","Kerala","Kollam","52.78","2105.31","0.0","0.0","0.0","0.0","0.13","565.22"
"659","1999","19","Kerala","Kollam","53.72","2224.43","0.0","0.0","0.0","0.0","0.11","478.26"
"659","2000","19","Kerala","Kollam","47.97","2260.6","0.0","0.0","0.0","0.0","0.11","500.0"
"659","2001","19","Kerala","Kollam","37.79","2265.59","0.0","0.0","0.0","0.0","0.08","533.33"
"659","2002","19","Kerala","Kollam","37.72","2233.27","0.0","0.0","0.0","0.0","0.05","500.0"
"659","2003","19","Kerala","Kollam","35.06","2269.26","0.0","0.0","0.0","0.0","0.06","461.54"
"659","2004","19","Kerala","Kollam","31.43","2364.94","0.0","0.0","0.0","0.0","0.06","500.0"
"659","2005","19","Kerala","Kollam","23.58","2243.58","0.0","0.0","0.0","0.0","0.02","333.33"
"659","2006","19","Kerala","Kollam","19.68","2423.65","0.0","0.0","0.0","0.0","0.01","250.0"
"659","2007","19","Kerala","Kollam","12.62","2277.98","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2008","19","Kerala","Kollam","15.69","2399.08","0.0","0.0","0.0","0.0","0.03","300.0"
"659","2009","19","Kerala","Kollam","15.69","2432.56","0.0","0.0","0.0","0.0","0.01","125.0"
"659","2010","19","Kerala","Kollam","13.79","2178.52","0.0","0.0","0.0","0.0","0.01","100.0"
"659","2011","19","Kerala","Kollam","13.76","2808.16","0.0","0.0","0.0","0.0","0.01","111.11"
"659","2012","19","Kerala","Kollam","8.97","2444.14","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2013","19","Kerala","Kollam","10.78","2814.62","0.0","0.0","0.0","0.0","0.02","666.67"
"659","2014","19","Kerala","Kollam","10.72","2734.69","0.0","0.0","0.0","0.0","0.01","1000.0"
"659","2015","19","Kerala","Kollam","11.75","2872.86","0.0","0.0","0.0","0.0","0.06","8095.81"
"659","2016","19","Kerala","Kollam","11.23","2849.57","0.0","0.0","0.0","0.0","0.11","11012.78"
"659","2017","19","Kerala","Kollam","13.15","2623.75","0.0","0.0","0.0","0.0","0.08","10319.41"
"660","1980","19","Kerala","Thrissur","147.57","1337.74","0.0","0.0","0.0","0.0","0.0","425.0"
"660","1981","19","Kerala","Thrissur","155.47","1345.96","0.0","0.0","0.0","0.0","0.0","412.5"
"660","1982","19","Kerala","Thrissur","149.39","1386.98","0.0","0.0","0.0","0.0","0.0","580.0"
"660","1983","19","Kerala","Thrissur","155.12","1500.33","0.0","0.0","0.0","0.0","0.0","580.0"
"660","1984","19","Kerala","Thrissur","147.38","1437.3","0.0","0.0","0.0","0.0","0.0","580.0"
"660","1985","19","Kerala","Thrissur","151.94","1595.67","0.0","0.0","0.0","0.0","0.0","400.0"
"660","1986","19","Kerala","Thrissur","143.3","1600.58","0.0","0.0","0.0","0.0","0.0","300.0"
"660","1987","19","Kerala","Thrissur","130.89","1554.88","0.0","0.0","0.0","0.0","0.0","300.0"
"660","1988","19","Kerala","Thrissur","122.89","1558.33","0.0","0.0","0.0","0.0","0.0","300.0"
"660","1989","19","Kerala","Thrissur","124.7","1674.95","0.0","0.0","0.0","0.0","0.0","0.0"
"660","1990","19","Kerala","Thrissur","129.29","1746.22","0.0","0.0","0.0","0.0","0.0","0.0"
"660","1991","19","Kerala","Thrissur","121.72","1762.27","0.0","0.0","0.0","0.0","0.0","0.0"
"660","1992","19","Kerala","Thrissur","119.34","1777.22","0.0","0.0","0.0","0.0","0.0","0.0"
"660","1993","19","Kerala","Thrissur","109.63","1726.18","0.0","0.0","0.0","0.0","0.0","0.0"
"660","1994","19","Kerala","Thrissur","114.06","1835.53","0.0","0.0","0.0","0.0","0.0","0.0"
"660","1995","19","Kerala","Thrissur","110.7","1885.86","0.0","0.0","0.0","0.0","0.0","0.0"
"660","1996","19","Kerala","Thrissur","104.97","2036.67","0.0","0.0","0.0","0.0","0.02","666.67"
"660","1997","19","Kerala","Thrissur","82.99","2025.13","0.0","0.0","0.0","0.0","0.0","0.0"
"660","1998","19","Kerala","Thrissur","74.19","1891.64","0.0","0.0","0.0","0.0","0.0","0.0"
"660","1999","19","Kerala","Thrissur","92.21","2149.92","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2000","19","Kerala","Thrissur","82.11","2085.07","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2001","19","Kerala","Thrissur","84.28","2277.22","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2002","19","Kerala","Thrissur","87.27","2341.56","0.0","0.0","0.0","0.0","0.01","1000.0"
"660","2003","19","Kerala","Thrissur","79.84","2337.24","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2004","19","Kerala","Thrissur","87.46","2406.05","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2005","19","Kerala","Thrissur","72.95","2347.92","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2006","19","Kerala","Thrissur","65.04","2381.55","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2007","19","Kerala","Thrissur","59.38","2431.61","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2008","19","Kerala","Thrissur","71.91","2574.65","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2009","19","Kerala","Thrissur","63.85","2509.83","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2010","19","Kerala","Thrissur","53.08","2619.94","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2011","19","Kerala","Thrissur","62.32","2943.79","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2012","19","Kerala","Thrissur","67.57","2925.11","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2013","19","Kerala","Thrissur","66.65","2992.82","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2014","19","Kerala","Thrissur","76.02","3147.83","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2015","19","Kerala","Thrissur","78.89","3203.0","0.0","0.0","0.0","0.0","0.0","955.56"
"660","2016","19","Kerala","Thrissur","57.48","2724.08","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2017","19","Kerala","Thrissur","69.11","3217.9","0.0","0.0","0.0","0.0","0.0","0.0"
"661","1980","19","Kerala","Thiruvananthapuram","45.99","1411.35","0.0","0.0","0.0","0.0","0.01","495.24"
"661","1981","19","Kerala","Thiruvananthapuram","44.84","1456.93","0.0","0.0","0.0","0.0","0.01","491.67"
"661","1982","19","Kerala","Thiruvananthapuram","45.83","1559.29","0.0","0.0","0.0","0.0","0.01","458.06"
"661","1983","19","Kerala","Thiruvananthapuram","36.46","1346.5","0.0","0.0","0.0","0.0","0.01","456.0"
"661","1984","19","Kerala","Thiruvananthapuram","45.32","1677.24","0.0","0.0","0.0","0.0","0.01","457.14"
"661","1985","19","Kerala","Thiruvananthapuram","47.11","1787.86","0.0","0.0","0.0","0.0","0.01","400.0"
"661","1986","19","Kerala","Thiruvananthapuram","43.6","1713.84","0.0","0.0","0.0","0.0","0.01","500.0"
"661","1987","19","Kerala","Thiruvananthapuram","36.58","1569.96","0.0","0.0","0.0","0.0","0.01","450.0"
"661","1988","19","Kerala","Thiruvananthapuram","35.93","1671.94","0.0","0.0","0.0","0.0","0.01","400.0"
"661","1989","19","Kerala","Thiruvananthapuram","39.04","1866.16","0.0","0.0","0.0","0.0","0.01","500.0"
"661","1990","19","Kerala","Thiruvananthapuram","38.36","1769.37","0.0","0.0","0.0","0.0","0.0","0.0"
"661","1991","19","Kerala","Thiruvananthapuram","33.55","1711.73","0.0","0.0","0.0","0.0","0.0","0.0"
"661","1992","19","Kerala","Thiruvananthapuram","34.82","1896.51","0.0","0.0","0.0","0.0","0.0","0.0"
"661","1993","19","Kerala","Thiruvananthapuram","31.92","1763.54","0.0","0.0","0.0","0.0","0.0","0.0"
"661","1994","19","Kerala","Thiruvananthapuram","30.22","1742.79","0.0","0.0","0.0","0.0","0.0","0.0"
"661","1995","19","Kerala","Thiruvananthapuram","31.83","1873.45","0.0","0.0","0.0","0.0","0.0","0.0"
"661","1996","19","Kerala","Thiruvananthapuram","24.88","1782.23","0.0","0.0","0.0","0.0","0.0","0.0"
"661","1997","19","Kerala","Thiruvananthapuram","19.61","1724.71","0.0","0.0","0.0","0.0","0.0","0.0"
"661","1998","19","Kerala","Thiruvananthapuram","17.69","1842.71","0.0","0.0","0.0","0.0","0.0","0.0"
"661","1999","19","Kerala","Thiruvananthapuram","17.55","2202.01","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2000","19","Kerala","Thiruvananthapuram","14.47","2067.14","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2001","19","Kerala","Thiruvananthapuram","14.69","2157.12","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2002","19","Kerala","Thiruvananthapuram","14.12","2199.38","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2003","19","Kerala","Thiruvananthapuram","11.28","2100.56","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2004","19","Kerala","Thiruvananthapuram","12.36","2376.92","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2005","19","Kerala","Thiruvananthapuram","11.03","2341.83","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2006","19","Kerala","Thiruvananthapuram","10.08","2618.18","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2007","19","Kerala","Thiruvananthapuram","7.18","2501.74","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2008","19","Kerala","Thiruvananthapuram","7.27","2423.33","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2009","19","Kerala","Thiruvananthapuram","7.56","2571.43","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2010","19","Kerala","Thiruvananthapuram","6.92","2369.86","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2011","19","Kerala","Thiruvananthapuram","6.14","2558.33","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2012","19","Kerala","Thiruvananthapuram","4.1","2252.75","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2013","19","Kerala","Thiruvananthapuram","5.33","2665.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2014","19","Kerala","Thiruvananthapuram","5.56","2660.29","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2015","19","Kerala","Thiruvananthapuram","5.45","2570.75","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2016","19","Kerala","Thiruvananthapuram","3.07","2204.74","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2017","19","Kerala","Thiruvananthapuram","4.55","2620.03","0.0","0.0","0.0","0.0","0.0","0.0"
"701","1980","8","Orissa","Balasore","432.85","1102.27","12.32","2337.76","1.43","821.84","20.4","6962.46"
"701","1981","8","Orissa","Balasore","330.02","830.47","11.22","2070.11","1.41","946.31","22.3","7056.96"
"701","1982","8","Orissa","Balasore","260.87","1344.62","9.5","1752.77","1.4","1037.04","18.34","6390.24"
"701","1983","8","Orissa","Balasore","409.32","981.02","7.3","1941.49","1.38","1007.3","20.58","8539.42"
"701","1984","8","Orissa","Balasore","379.93","918.48","7.75","1927.86","1.44","947.37","19.9","7425.37"
"701","1985","8","Orissa","Balasore","391.08","939.22","8.5","1910.11","1.37","951.39","14.7","6391.3"
"701","1986","8","Orissa","Balasore","430.2","1039.88","7.74","1856.12","2.0","1333.33","16.4","8497.41"
"701","1987","8","Orissa","Balasore","321.68","836.64","9.7","1865.38","2.84","1314.81","16.4","8497.41"
"701","1988","8","Orissa","Balasore","544.45","1331.11","8.86","1690.84","1.92","1192.55","15.84","6600.0"
"701","1989","8","Orissa","Balasore","563.88","1350.0","9.66","2000.0","1.97","1186.75","14.1","6130.43"
"701","1990","8","Orissa","Balasore","379.78","883.97","4.39","1111.39","1.91","1150.6","15.1","6565.22"
"701","1991","8","Orissa","Balasore","606.93","1404.41","7.81","1816.28","1.82","1005.52","16.38","7030.04"
"701","1992","8","Orissa","Balasore","577.62","1360.39","7.16","1899.2","2.0","1156.07","14.56","7000.0"
"701","1993","8","Orissa","Balasore","642.82","1446.72","3.42","1533.63","2.06","1248.48","12.67","7117.98"
"701","1994","8","Orissa","Balasore","640.49","1431.97","3.66","1776.7","2.19","1335.37","13.14","7300.0"
"701","1995","8","Orissa","Balasore","607.57","1391.56","3.16","1938.65","2.31","1400.0","24.78","7288.23"
"701","1996","8","Orissa","Balasore","447.45","1024.73","1.81","1483.61","1.72","1219.86","24.73","7273.53"
"701","1997","8","Orissa","Balasore","703.14","1618.53","2.16","1384.62","0.69","690.0","11.39","7348.39"
"701","1998","8","Orissa","Balasore","448.43","1066.34","1.67","1151.72","0.65","844.16","7.58","6423.73"
"701","1999","8","Orissa","Balasore","396.17","885.06","1.93","1096.59","0.7","945.95","5.77","6271.74"
"701","2000","8","Orissa","Balasore","635.67","1522.38","1.64","1115.65","0.72","1220.34","4.16","6208.96"
"701","2001","8","Orissa","Balasore","733.32","1821.96","2.15","2028.3","0.5","806.45","6.0","7500.0"
"701","2002","8","Orissa","Balasore","401.18","1071.24","1.86","2089.89","0.5","943.4","4.23","8134.62"
"701","2003","8","Orissa","Balasore","676.28","1664.98","1.12","1191.49","0.54","1000.0","4.33","7732.14"
"701","2004","8","Orissa","Balasore","781.56","1867.48","0.9","1267.61","0.5","1041.67","5.17","7716.42"
"701","2005","8","Orissa","Balasore","721.74","1700.89","0.99","1356.16","0.51","1108.7","6.52","7325.84"
"701","2006","8","Orissa","Balasore","666.71","1580.63","1.26","1384.62","0.57","1163.27","7.25","7250.0"
"701","2007","8","Orissa","Balasore","706.65","1690.87","2.55","1457.14","0.57","1212.77","5.66","7164.56"
"701","2008","8","Orissa","Balasore","696.03","1637.91","2.67","1451.09","0.66","1245.28","6.93","7218.75"
"701","2009","8","Orissa","Balasore","715.25","1730.42","2.35","1298.34","0.7","1296.3","7.0","7446.81"
"701","2010","8","Orissa","Balasore","737.06","1852.93","1.27","1336.84","1.58","1362.07","8.22","6523.81"
"701","2011","8","Orissa","Balasore","796.09","1943.34","1.38","1586.21","3.17","2171.23","5.84","6488.89"
"701","2012","8","Orissa","Balasore","719.82","1924.04","1.19","1776.12","1.21","2122.81","4.72","6742.86"
"701","2013","8","Orissa","Balasore","529.28","1340.97","1.01","1803.57","1.26","2210.53","0.0","0.0"
"701","2014","8","Orissa","Balasore","734.41","1918.27","0.77","1790.7","1.23","2196.43","4.31","6951.61"
"701","2015","8","Orissa","Balasore","783.5","2042.92","0.33","1833.33","1.02","2170.21","0.0","0.0"
"701","2016","8","Orissa","Balasore","1101.66","2916.14","0.17","1888.89","1.23","2236.36","1.76","6780.77"
"701","2017","8","Orissa","Balasore","800.97","2163.91","0.38","1900.0","0.73","2281.25","4.07","7688.68"
"702","1980","8","Orissa","Bolangir","310.29","1046.69","10.62","1536.9","6.52","785.54","25.0","5813.95"
"702","1981","8","Orissa","Bolangir","275.72","886.47","13.18","1615.2","6.42","906.78","28.4","5819.67"
"702","1982","8","Orissa","Bolangir","225.66","775.49","15.01","1629.75","3.65","885.92","31.46","7022.32"
"702","1983","8","Orissa","Bolangir","316.87","1038.07","16.06","1858.8","4.11","880.09","34.71","8877.24"
"702","1984","8","Orissa","Bolangir","254.68","846.39","15.77","1732.97","3.0","726.39","43.0","7251.26"
"702","1985","8","Orissa","Bolangir","376.46","1198.84","15.79","1909.31","2.67","737.57","41.6","6400.0"
"702","1986","8","Orissa","Bolangir","379.48","1189.48","10.38","1391.42","3.54","972.53","30.5","6995.41"
"702","1987","8","Orissa","Bolangir","248.79","833.13","9.2","1373.13","3.46","988.57","30.5","6995.41"
"702","1988","8","Orissa","Bolangir","376.15","1229.29","10.04","1494.05","3.92","1120.0","32.66","7100.0"
"702","1989","8","Orissa","Bolangir","473.13","1505.44","9.44","1484.28","3.45","922.46","36.35","7127.45"
"702","1990","8","Orissa","Bolangir","476.13","1469.08","8.02","1460.84","3.43","934.6","38.0","7307.69"
"702","1991","8","Orissa","Bolangir","487.28","1476.79","7.22","1516.81","2.61","669.23","32.88","6485.21"
"702","1992","8","Orissa","Bolangir","341.94","1068.33","6.55","1505.75","2.4","672.27","31.04","6493.72"
"702","1993","8","Orissa","Bolangir","467.04","1418.88","5.27","1554.57","2.44","755.42","33.3","6529.41"
"702","1994","8","Orissa","Bolangir","502.5","1533.6","7.11","1562.64","3.35","907.86","38.0","6365.16"
"702","1995","8","Orissa","Bolangir","501.17","1534.55","6.36","1452.05","2.65","724.04","37.83","6401.02"
"702","1996","8","Orissa","Bolangir","266.0","827.84","3.13","1163.57","2.65","742.3","34.96","5965.87"
"702","1997","8","Orissa","Bolangir","483.5","1437.45","4.6","1402.44","3.52","938.67","44.91","7139.91"
"702","1998","8","Orissa","Bolangir","317.9","992.2","2.86","1032.49","2.3","660.92","49.79","7123.03"
"702","1999","8","Orissa","Bolangir","492.24","1484.93","2.21","1110.55","3.25","915.49","25.49","7324.71"
"702","2000","8","Orissa","Bolangir","211.5","664.72","1.81","1198.68","3.57","997.21","27.41","6419.2"
"702","2001","8","Orissa","Bolangir","536.93","1655.4","2.45","1150.23","2.75","755.49","12.7","5545.85"
"702","2002","8","Orissa","Bolangir","188.31","566.79","2.35","1270.27","3.17","908.31","4.05","5328.95"
"702","2003","8","Orissa","Bolangir","491.74","1438.0","2.89","1459.6","3.35","941.01","7.4","6548.67"
"702","2004","8","Orissa","Bolangir","455.93","1303.14","2.63","1406.42","3.58","1014.16","10.93","7920.29"
"702","2005","8","Orissa","Bolangir","561.45","1612.62","3.12","1600.0","4.14","1217.65","17.68","7686.96"
"702","2006","8","Orissa","Bolangir","599.67","1724.58","3.18","1597.99","4.22","1241.18","18.11","7706.38"
"702","2007","8","Orissa","Bolangir","649.89","1899.15","4.16","1606.18","4.81","1275.86","16.49","7705.61"
"702","2008","8","Orissa","Bolangir","558.41","1640.07","4.68","1625.0","5.21","1276.96","19.59","7682.35"
"702","2009","8","Orissa","Bolangir","642.93","1845.64","4.47","1655.56","5.41","1300.48","18.68","8086.58"
"702","2010","8","Orissa","Bolangir","717.03","2105.38","3.72","1617.39","13.21","2070.53","22.56","7348.53"
"702","2011","8","Orissa","Bolangir","364.9","1191.28","2.87","1688.24","15.19","2112.66","21.83","7064.72"
"702","2012","8","Orissa","Bolangir","1193.17","3606.49","2.11","1850.88","15.58","2188.2","21.37","6417.42"
"702","2013","8","Orissa","Bolangir","1071.26","3142.45","1.44","1800.0","19.27","2399.75","0.0","0.0"
"702","2014","8","Orissa","Bolangir","1073.18","3208.79","1.19","1803.03","14.69","2436.15","15.7","7336.45"
"702","2015","8","Orissa","Bolangir","511.39","1579.68","0.53","1827.59","13.89","2484.79","0.0","0.0"
"702","2016","8","Orissa","Bolangir","883.22","2658.38","0.4","1666.67","18.76","2680.0","6.89","7247.37"
"702","2017","8","Orissa","Bolangir","424.44","1490.83","0.35","1750.0","21.33","2859.25","11.7","7700.0"
"703","1980","8","Orissa","Cuttack","620.02","1092.95","21.07","2178.9","4.17","842.42","45.4","7060.65"
"703","1981","8","Orissa","Cuttack","546.93","994.69","19.66","2111.71","4.11","973.93","50.1","7260.87"
"703","1982","8","Orissa","Cuttack","292.59","615.77","17.16","1970.15","4.42","1009.13","24.04","4451.85"
"703","1983","8","Orissa","Cuttack","653.88","1210.8","10.74","2209.88","6.4","1608.04","31.9","6744.19"
"703","1984","8","Orissa","Cuttack","570.54","1071.01","12.12","2093.26","5.39","1274.23","32.4","6519.11"
"703","1985","8","Orissa","Cuttack","625.22","1167.5","10.89","1910.53","5.25","1293.1","25.6","6400.0"
"703","1986","8","Orissa","Cuttack","670.2","1182.59","9.01","1912.95","6.34","1418.34","32.2","7990.07"
"703","1987","8","Orissa","Cuttack","585.61","1091.88","8.8","1833.33","4.76","1172.41","32.2","7990.07"
"703","1988","8","Orissa","Cuttack","761.61","1413.37","7.88","1828.31","5.72","1455.47","33.84","7200.0"
"703","1989","8","Orissa","Cuttack","946.05","1694.82","8.0","1960.78","5.37","1325.93","32.9","7152.17"
"703","1990","8","Orissa","Cuttack","639.05","1145.35","8.06","2066.67","5.17","1196.76","36.0","7200.0"
"703","1991","8","Orissa","Cuttack","849.33","1420.05","7.42","2010.84","4.2","939.6","34.21","6883.3"
"703","1992","8","Orissa","Cuttack","733.53","1278.44","5.28","1992.45","5.27","1279.13","23.15","6256.76"
"703","1993","8","Orissa","Cuttack","946.89","1595.03","3.11","1884.85","4.43","1217.03","36.5","7115.01"
"703","1994","8","Orissa","Cuttack","707.42","1376.22","2.66","1797.3","5.21","1346.25","37.94","6250.41"
"703","1995","8","Orissa","Cuttack","811.68","1418.75","2.56","1695.36","5.29","1205.01","57.82","6460.34"
"703","1996","8","Orissa","Cuttack","595.76","1043.47","1.53","1285.71","4.91","1067.39","69.1","6889.33"
"703","1997","8","Orissa","Cuttack","725.35","1251.21","1.79","1529.91","3.84","1015.87","51.55","7322.44"
"703","1998","8","Orissa","Cuttack","818.51","1439.11","2.35","1865.08","3.91","1077.13","50.3","6928.37"
"703","1999","8","Orissa","Cuttack","335.45","572.04","3.96","1342.37","3.52","975.07","18.4","3629.19"
"703","2000","8","Orissa","Cuttack","564.24","1067.87","2.1","1272.73","3.82","826.84","26.03","6726.1"
"703","2001","8","Orissa","Cuttack","764.1","1595.86","2.37","1173.27","3.5","938.34","31.91","6032.14"
"703","2002","8","Orissa","Cuttack","493.58","989.87","1.32","1222.22","3.34","927.78","22.65","4670.1"
"703","2003","8","Orissa","Cuttack","627.04","1235.23","2.17","1528.17","3.95","956.42","27.1","5376.98"
"703","2004","8","Orissa","Cuttack","842.15","1616.91","2.06","1373.33","4.25","894.74","47.95","5941.76"
"703","2005","8","Orissa","Cuttack","958.1","1836.85","2.14","1517.73","4.93","949.9","31.33","6071.71"
"703","2006","8","Orissa","Cuttack","680.63","1364.02","1.96","1543.31","4.61","954.45","31.95","6005.64"
"703","2007","8","Orissa","Cuttack","819.25","1590.53","2.13","1566.18","5.28","949.64","27.75","5929.49"
"703","2008","8","Orissa","Cuttack","781.47","1544.19","2.44","1659.86","7.71","1336.22","32.3","6525.25"
"703","2009","8","Orissa","Cuttack","964.19","1889.68","2.26","1591.55","6.48","1204.46","30.93","6390.5"
"703","2010","8","Orissa","Cuttack","733.51","1514.3","1.58","1628.87","6.67","1226.1","33.55","6045.05"
"703","2011","8","Orissa","Cuttack","805.35","1691.63","1.47","1386.79","8.93","1714.01","34.42","6224.23"
"703","2012","8","Orissa","Cuttack","1076.68","2296.67","1.45","1686.05","10.86","1872.41","38.62","6101.11"
"703","2013","8","Orissa","Cuttack","630.32","1362.88","1.41","1698.8","10.8","2117.65","0.0","0.0"
"703","2014","8","Orissa","Cuttack","910.11","1971.56","1.17","1720.59","8.51","2040.77","46.42","7141.54"
"703","2015","8","Orissa","Cuttack","806.7","1870.0","0.58","1757.58","6.27","2147.26","0.0","0.0"
"703","2016","8","Orissa","Cuttack","1254.27","2867.56","0.31","1722.22","7.9","2330.38","37.29","7048.96"
"703","2017","8","Orissa","Cuttack","708.65","1698.59","0.82","1863.64","8.3","2412.79","43.74","7218.15"
"704","1980","8","Orissa","Dhenkanal","233.03","998.33","7.66","2000.0","12.17","858.86","25.2","7000.0"
"704","1981","8","Orissa","Dhenkanal","231.05","1001.13","8.19","2012.29","11.97","990.07","25.7","7198.88"
"704","1982","8","Orissa","Dhenkanal","134.0","610.92","8.27","1959.72","11.74","888.05","25.84","9535.06"
"704","1983","8","Orissa","Dhenkanal","356.61","1405.53","7.03","2210.69","6.38","600.75","28.94","8364.16"
"704","1984","8","Orissa","Dhenkanal","217.77","893.12","4.64","2168.22","6.16","608.09","36.2","7084.15"
"704","1985","8","Orissa","Dhenkanal","228.57","889.17","5.68","1912.46","6.28","613.88","35.2","6400.0"
"704","1986","8","Orissa","Dhenkanal","242.63","991.95","5.13","2003.91","11.37","1081.83","18.6","6503.5"
"704","1987","8","Orissa","Dhenkanal","144.32","650.97","4.5","1956.52","9.03","997.79","18.6","6503.5"
"704","1988","8","Orissa","Dhenkanal","311.6","1264.51","4.3","1799.16","9.95","1180.31","31.95","7100.0"
"704","1989","8","Orissa","Dhenkanal","316.34","1335.84","5.12","2000.0","6.59","767.17","34.0","7555.56"
"704","1990","8","Orissa","Dhenkanal","250.75","1045.49","4.56","2000.0","10.54","1262.28","35.0","7777.78"
"704","1991","8","Orissa","Dhenkanal","352.32","1498.41","4.4","2000.0","8.1","975.9","56.93","7500.66"
"704","1992","8","Orissa","Dhenkanal","261.01","1125.58","3.26","1975.76","7.88","972.84","18.67","7589.43"
"704","1993","8","Orissa","Dhenkanal","331.92","1387.74","2.72","1902.1","8.55","970.49","20.09","7226.62"
"704","1994","8","Orissa","Dhenkanal","334.66","1412.19","2.36","1583.89","8.78","1024.5","20.81","7175.86"
"704","1995","8","Orissa","Dhenkanal","301.45","1205.75","2.15","1503.5","9.16","1159.49","23.1","7196.26"
"704","1996","8","Orissa","Dhenkanal","183.14","775.46","1.64","1490.91","5.03","655.8","28.03","7807.8"
"704","1997","8","Orissa","Dhenkanal","331.78","1390.64","1.74","1225.35","5.02","666.67","17.6","7040.0"
"704","1998","8","Orissa","Dhenkanal","258.8","1150.89","2.31","1320.0","4.07","572.43","17.57","7000.0"
"704","1999","8","Orissa","Dhenkanal","255.89","1063.99","1.74","1260.87","4.49","601.07","15.12","5600.0"
"704","2000","8","Orissa","Dhenkanal","119.7","503.47","1.35","1261.68","2.93","448.7","8.39","6658.73"
"704","2001","8","Orissa","Dhenkanal","416.75","1752.3","2.17","2047.17","4.02","592.92","6.85","5614.75"
"704","2002","8","Orissa","Dhenkanal","96.16","440.39","1.63","1552.38","4.59","709.43","10.91","5623.71"
"704","2003","8","Orissa","Dhenkanal","375.68","1668.5","1.92","1536.0","4.75","662.48","12.78","5862.39"
"704","2004","8","Orissa","Dhenkanal","316.64","1319.28","1.1","1527.78","4.24","600.57","10.71","6570.55"
"704","2005","8","Orissa","Dhenkanal","407.34","1725.72","0.78","1625.0","6.03","855.32","12.56","6375.63"
"704","2006","8","Orissa","Dhenkanal","318.88","1408.17","0.75","1666.67","6.48","893.79","10.8","6390.53"
"704","2007","8","Orissa","Dhenkanal","313.26","1410.57","0.79","1680.85","7.06","1005.7","9.21","6395.83"
"704","2008","8","Orissa","Dhenkanal","319.43","1514.1","0.82","1673.47","7.05","1008.58","7.07","6486.24"
"704","2009","8","Orissa","Dhenkanal","276.38","1288.67","0.88","1692.31","8.08","1164.27","6.69","6757.58"
"704","2010","8","Orissa","Dhenkanal","178.0","1009.99","0.85","1808.51","17.27","2398.61","6.44","6571.43"
"704","2011","8","Orissa","Dhenkanal","274.2","1591.78","0.96","1846.15","11.02","1463.48","7.7","6936.94"
"704","2012","8","Orissa","Dhenkanal","402.23","2395.65","0.72","1714.29","11.74","1542.71","7.33","7116.5"
"704","2013","8","Orissa","Dhenkanal","398.64","2327.28","0.8","1702.13","15.9","1875.0","0.0","0.0"
"704","2014","8","Orissa","Dhenkanal","550.87","2916.2","0.41","1708.33","15.41","1876.98","8.56","7133.33"
"704","2015","8","Orissa","Dhenkanal","199.94","1208.02","0.3","1764.71","18.2","1891.89","0.0","0.0"
"704","2016","8","Orissa","Dhenkanal","399.75","2592.24","0.11","1833.33","20.07","2244.97","5.29","7152.7"
